,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
472,Tomas Nosek,VGK,L,31,1992-09-01,Pardubice,,CZE,CZE,75,205,-,-,-,-,-
473,Aaron Ekblad,FLA,D,27,1996-02-07,Windsor,ON,CAN,CAN,76,215,2014,FLA,1,1,1
474,Sam Reinhart,BUF,R,28,1995-11-06,West Vancouver,BC,CAN,CAN,74,193,2014,BUF,1,2,2
475,Leon Draisaitl,EDM,C,28,1995-10-27,Cologne,,DEU,DEU,74,208,2014,EDM,1,3,3
476,Sam Bennett,"CGY, FLA",C,27,1996-06-20,Holland Landing,ON,CAN,CAN,73,195,2014,CGY,1,4,4
477,Michael Dal Colle,NYI,L,27,1996-06-20,Richmond Hill,ON,CAN,CAN,75,195,2014,NYI,1,5,5
478,Jake Virtanen,VAN,R,27,1996-08-17,New Westminster,BC,CAN,CAN,73,226,2014,VAN,1,6,6
479,Haydn Fleury,"ANA, CAR",D,27,1996-07-08,Carlyle,SK,CAN,CAN,76,208,2014,CAR,1,7,7
480,William Nylander,TOR,R,27,1996-05-01,Calgary,AB,CAN,SWE,72,204,2014,TOR,1,8,8
481,Nikolaj Ehlers,WPG,L,27,1996-02-14,Aalborg,,DNK,DNK,72,169,2014,WPG,1,9,9
482,Nick Ritchie,BOS,L,28,1995-12-05,Orangeville,ON,CAN,CAN,75,236,2014,ANA,1,10,10
483,Kevin Fiala,MIN,L,27,1996-07-22,St. Gallen,,CHE,CHE,70,204,2014,NSH,1,11,11
484,Jakub Vrana,"DET, WSH",L,27,1996-02-28,Prague,,CZE,CZE,72,190,2014,WSH,1,13,13
485,Dylan Larkin,DET,C,27,1996-07-30,Waterford,MI,USA,USA,73,198,2014,DET,1,15,15
486,Sonny Milano,ANA,L,27,1996-05-12,Massapequa,NY,USA,USA,72,194,2014,CBJ,1,16,16
487,Travis Sanheim,PHI,D,27,1996-03-29,Elkhorn,MB,CAN,CAN,75,181,2014,PHI,1,17,17
488,Alex Tuch,VGK,R,27,1996-05-10,Syracuse,NY,USA,USA,76,219,2014,MIN,1,18,18
489,Tony DeAngelo,NYR,D,28,1995-10-24,Sewell,NJ,USA,USA,71,180,2014,T.B,1,19,19
490,Nick Schmaltz,ARI,C,27,1996-02-23,Madison,WI,USA,USA,72,181,2014,CHI,1,20,20
491,Robby Fabbri,DET,C,27,1996-01-22,Mississauga,ON,CAN,CAN,71,185,2014,STL,1,21,21
492,Kasperi Kapanen,PIT,R,27,1996-07-23,Kuopio,,FIN,FIN,73,194,2014,PIT,1,22,22
493,Jared McCann,PIT,"C, L",27,1996-05-31,Stratford,ON,CAN,CAN,73,191,2014,VAN,1,24,24
494,David Pastrnak,BOS,R,27,1996-05-25,Havirov,,CZE,CZE,73,195,2014,BOS,1,25,25
495,Adrian Kempe,L.A,C,27,1996-09-13,Kramfors,,SWE,SWE,74,200,2014,L.A,1,29,29
496,Brendan Lemieux,"L.A, NYR",L,27,1996-03-15,Denver,CO,USA,USA,73,215,2014,BUF,2,1,31
497,Jayce Hawryluk,VAN,C,27,1996-01-01,Yorkton,SK,CAN,CAN,71,196,2014,FLA,2,2,32
498,Ivan Barbashev,STL,C,28,1995-12-14,Moscow,,RUS,RUS,73,195,2014,STL,2,3,33
499,Marcus Pettersson,PIT,D,27,1996-05-08,Skellefteå,,SWE,SWE,75,177,2014,ANA,2,8,38
500,Ryan MacInnis,CBJ,C,27,1996-02-14,St. Louis,MO,USA,USA,75,201,2014,ARI,2,13,43
501,Nicolas Aube-Kubel,PHI,R,27,1996-05-10,Slave Lake,AB,CAN,CAN,72,207,2014,PHI,2,18,48
502,Brandon Montour,"BUF, FLA",D,29,1994-04-11,Brantford,ON,CAN,CAN,72,194,2014,ANA,2,25,55
503,Ryan Donato,S.J,C,27,1996-04-09,Boston,MA,USA,USA,72,190,2014,BOS,2,26,56
504,Christian Dvorak,ARI,C,27,1996-02-02,Palos,IL,USA,USA,73,193,2014,ARI,2,28,58
505,Juho Lammikko,FLA,C,27,1996-01-29,Noormarkku,,FIN,FIN,74,191,2014,FLA,3,5,65
506,Warren Foegele,CAR,L,27,1996-04-01,Markham,ON,CAN,CAN,74,198,2014,CAR,3,7,67
507,Brayden Point,T.B,C,27,1996-03-13,Calgary,AB,CAN,CAN,71,180,2014,T.B,3,19,79
508,Louie Belpedio,MIN,D,27,1996-05-14,Skokie,IL,USA,USA,71,197,2014,MIN,3,20,80
509,Jake Walman,STL,D,27,1996-02-20,Toronto,ON,CAN,CAN,74,215,2014,STL,3,22,82
510,Mark Friedman,"PHI, PIT",D,27,1995-12-25,Toronto,ON,CAN,CAN,71,185,2014,PHI,3,26,86
511,Michael Amadio,"L.A, OTT",C,27,1996-05-13,Sault Ste. Marie,ON,CAN,CAN,73,204,2014,L.A,3,30,90
512,William Lagesson,EDM,D,27,1996-02-22,Gothenburg,,SWE,SWE,74,207,2014,EDM,4,1,91
513,Lucas Wallmark,"CHI, FLA",C,28,1995-09-05,Umea,,SWE,SWE,72,178,2014,CAR,4,7,97
514,Chase De Leo,ANA,C,28,1995-10-25,La Mirada,CA,USA,USA,69,185,2014,WPG,4,9,99
515,Devon Toews,COL,D,29,1994-02-21,Abbotsford,BC,CAN,CAN,73,191,2014,NYI,4,18,108
516,Austin Poganski,STL,R,27,1996-02-16,St. Cloud,MN,USA,USA,73,198,2014,STL,4,20,110
517,Viktor Arvidsson,NSH,R,30,1993-04-08,Skellefteå,,SWE,SWE,70,185,2014,NSH,4,22,112
518,Sam Lafferty,PIT,"C, R",28,1995-03-06,Hollidaysburg,PA,USA,USA,73,195,2014,PIT,4,23,113
519,Danton Heinen,ANA,L,28,1995-07-05,Langley,BC,CAN,CAN,73,188,2014,BOS,4,26,116
520,Michael Bunting,ARI,L,28,1995-09-17,Scarborough,ON,CAN,CAN,72,192,2014,ARI,4,27,117
521,Ben Thomas,T.B,D,27,1996-05-28,Calgary,AB,CAN,CAN,73,187,2014,T.B,4,29,119
522,Gustav Forsling,FLA,D,27,1996-06-12,Linkoping,,SWE,SWE,72,186,2014,VAN,5,6,126
523,Clark Bishop,OTT,C,27,1996-03-29,St. John's,NL,CAN,CAN,73,197,2014,CAR,5,7,127
524,Dakota Joshua,STL,C,27,1996-05-15,Dearborn,MI,USA,USA,75,206,2014,TOR,5,8,128
525,Oskar Lindblom,PHI,L,27,1996-08-15,Gävle,,SWE,SWE,73,191,2014,PHI,5,18,138
526,Daniel Walcott,T.B,L,29,1994-02-19,Ile Perrot,QC,CAN,CAN,73,175,2014,NYR,5,20,140
527,Anthony Angello,PIT,C,27,1996-03-06,Albany,NY,USA,USA,77,210,2014,PIT,5,25,145
528,Anders Bjork,"BOS, BUF",L,27,1996-08-05,Mequon,WI,USA,USA,72,190,2014,BOS,5,26,146
529,Kevin Labanc,S.J,R,28,1995-12-12,Brooklyn,NY,USA,USA,71,185,2014,S.J,6,21,171
530,Sammy Blais,STL,L,27,1996-06-17,Montmagny,QC,CAN,CAN,74,206,2014,STL,6,26,176
531,Dylan Sikura,VGK,C,28,1995-06-01,Aurora,ON,CAN,CAN,71,170,2014,CHI,6,28,178
532,Victor Olofsson,BUF,L,28,1995-07-18,Ornskoldsvik,,SWE,SWE,71,181,2014,BUF,7,1,181
533,Pierre Engvall,TOR,L,27,1996-05-31,Ljungby,,SWE,SWE,77,219,2014,TOR,7,8,188
534,Ondrej Kase,BOS,R,28,1995-11-08,Kadan,,CZE,CZE,72,187,2014,ANA,7,25,205
535,Jake Evans,MTL,C,27,1996-06-02,Toronto,ON,CAN,CAN,72,186,2014,MTL,7,27,207
536,Jacob Middleton,S.J,D,27,1996-01-02,Wainwright,AB,CAN,CAN,75,219,2014,L.A,7,30,210
537,Matthew Highmore,"CHI, VAN",C,27,1996-02-27,Halifax,NS,CAN,CAN,71,188,-,-,-,-,-
538,Dryden Hunt,ARI,L,28,1995-11-24,Cranbrook,BC,CAN,CAN,72,193,-,-,-,-,-
539,Andrew Mangiapane,CGY,L,27,1996-04-04,Toronto,ON,CAN,CAN,70,184,2015,CGY,6,15,166
540,Frank Vatrano,FLA,C,29,1994-03-14,East Longmeadow,MA,USA,USA,71,197,-,-,-,-,-
541,Noah Hanifin,CGY,D,26,1997-01-25,Boston,MA,USA,USA,75,207,2015,CAR,1,5,5
542,Rasmus Andersson,CGY,D,27,1996-10-27,Malmö,,SWE,SWE,73,202,2015,CGY,2,23,53
543,Kyle Connor,WPG,L,27,1996-12-09,Shelby Twp.,MI,USA,USA,74,179,2015,WPG,1,17,17
544,Jonas Siegenthaler,"N.J, WSH",D,26,1997-05-06,Zurich,,CHE,CHE,74,218,2015,WSH,2,27,57
545,Colin White,OTT,C,26,1997-01-30,Boston,MA,USA,USA,73,194,2015,OTT,1,21,21
546,Pavel Zacha,N.J,C,26,1997-04-06,Brno,,CZE,CZE,76,199,2015,N.J,1,6,6
547,Connor McDavid,EDM,C,26,1997-01-13,Richmond Hill,ON,CAN,CAN,73,193,2015,EDM,1,1,1
548,Jack Eichel,BUF,C,27,1996-10-28,North Chelmsford,MA,USA,USA,74,207,2015,BUF,1,2,2
549,Vince Dunn,STL,D,27,1996-10-29,Mississauga,ON,CAN,CAN,72,200,2015,STL,2,26,56
550,Travis Dermott,TOR,D,26,1996-12-22,Newmarket,ON,CAN,CAN,72,202,2015,TOR,2,4,34
551,Jordan Greenway,MIN,L,26,1997-02-16,Canton,NY,USA,USA,78,231,2015,MIN,2,20,50
552,Timo Meier,S.J,R,27,1996-10-08,Herisau,,CHE,CHE,73,220,2015,S.J,1,9,9
553,Jakub Zboril,BOS,D,26,1997-02-21,Brno,,CZE,CZE,73,201,2015,BOS,1,13,13
554,Erik Cernak,T.B,D,26,1997-05-28,Kosice,,SVK,SVK,76,224,2015,L.A,2,13,43
555,Mikko Rantanen,COL,R,27,1996-10-29,Nousiainen,,FIN,FIN,76,215,2015,COL,1,10,10
556,A.J. Greer,N.J,L,27,1996-12-14,Joliette,QC,CAN,CAN,75,208,2015,COL,2,9,39
557,Jansen Harkins,WPG,C,26,1997-05-23,Cleveland,OH,USA,USA,73,182,2015,WPG,2,17,47
558,Sebastian Aho,CAR,C,26,1997-07-26,Rauma,,FIN,FIN,72,176,2015,CAR,2,5,35
559,Oliver Kylington,CGY,D,26,1997-05-19,Stockholm,,SWE,SWE,72,183,2015,CGY,2,30,60
560,Evgeny Svechnikov,DET,R,27,1996-10-31,Yuzhno-Sakhalinsk,,RUS,RUS,75,208,2015,DET,1,19,19
561,Christian Fischer,ARI,R,26,1997-04-15,Chicago,IL,USA,USA,74,212,2015,ARI,2,2,32
562,Keegan Kolesar,VGK,R,26,1997-04-08,Brandon,MB,CAN,CAN,74,217,2015,CBJ,3,8,69
563,David Kase,PHI,R,26,1997-01-28,Kadan,,CZE,CZE,71,169,2015,PHI,5,7,128
564,Travis Konecny,PHI,R,26,1997-03-11,London,ON,CAN,CAN,70,175,2015,PHI,1,24,24
565,Dylan Strome,CHI,C,26,1997-03-07,Mississauga,ON,CAN,CAN,75,200,2015,ARI,1,3,3
566,Brandon Carlo,BOS,D,27,1996-11-26,Colorado Springs,CO,USA,USA,78,218,2015,BOS,2,7,37
567,Brock Boeser,VAN,R,26,1997-02-25,Burnsville,MN,USA,USA,73,208,2015,VAN,1,23,23
568,Mathew Barzal,NYI,C,26,1997-05-26,Coquitlam,BC,CAN,CAN,73,190,2015,NYI,1,16,16
569,Glenn Gawdin,CGY,C,26,1997-03-25,Richmond,BC,CAN,CAN,73,191,2015,STL,4,25,116
570,Nicholas Merkley,N.J,R,26,1997-05-23,Calgary,AB,CAN,CAN,70,195,2015,ARI,1,30,30
571,Roope Hintz,DAL,L,27,1996-11-17,Tampere,,FIN,FIN,75,215,2015,DAL,2,19,49
572,Ethan Bear,EDM,D,26,1997-06-26,Regina,SK,CAN,CAN,71,197,2015,EDM,5,3,124
573,Caleb Jones,EDM,D,26,1997-06-06,Arlington,TX,USA,USA,73,194,2015,EDM,4,26,117
574,Noah Juulsen,FLA,D,26,1997-04-02,Surrey,BC,CAN,CAN,74,201,2015,MTL,1,26,26
575,Austin Wagner,L.A,L,26,1997-06-23,Calgary,AB,CAN,CAN,73,195,2015,L.A,4,8,99
576,Jack Roslovic,CBJ,C,26,1997-01-29,Columbus,OH,USA,USA,73,200,2015,WPG,1,25,25
577,Zach Werenski,CBJ,D,26,1997-07-19,Grosse Pointe,MI,USA,USA,74,213,2015,CBJ,1,8,8
578,Nicolas Roy,VGK,C,26,1997-02-05,Amos,QC,CAN,CAN,76,202,2015,CAR,4,5,96
579,Anthony Beauvillier,NYI,L,26,1997-06-08,Sorel-Tracy,QC,CAN,CAN,71,180,2015,NYI,1,28,28
580,Guillaume Brisebois,VAN,D,26,1997-07-21,Longueuil,QC,CAN,CAN,74,175,2015,VAN,3,5,66
581,Daniel Sprong,WSH,R,26,1997-03-17,Amsterdam,,NLD,NLD,72,202,2015,PIT,2,16,46
582,Nicolas Meloche,S.J,D,26,1997-07-18,LaSalle,QC,CAN,CAN,75,203,2015,COL,2,10,40
583,Jeremy Lauzon,BOS,D,26,1997-04-28,Val D'or,QC,CAN,CAN,73,204,2015,BOS,2,22,52
584,Thomas Chabot,OTT,D,26,1997-01-30,Sainte-Marie,QC,CAN,CAN,74,195,2015,OTT,1,18,18
585,Mathieu Joseph,T.B,R,26,1997-02-09,Laval,QC,CAN,CAN,73,187,2015,T.B,4,29,120
586,Lawson Crouse,ARI,L,26,1997-06-23,Mt. Brydges,ON,CAN,CAN,76,215,2015,FLA,1,11,11
587,Kyle Capobianco,ARI,D,26,1997-08-13,Mississauga,ON,CAN,CAN,74,201,2015,ARI,3,2,63
588,Mitchell Stephens,T.B,C,26,1997-02-05,Peterborough,ON,CAN,CAN,71,190,2015,T.B,2,3,33
589,Mitchell Marner,TOR,R,26,1997-05-05,Markham,ON,CAN,CAN,72,181,2015,TOR,1,4,4
590,Zach Senyshyn,BOS,R,26,1997-03-30,Ottawa,ON,CAN,CAN,73,205,2015,BOS,1,15,15
591,Filip Chlapik,OTT,C,26,1997-06-03,Prague,,CZE,CZE,73,194,2015,OTT,2,18,48
592,Jacob Larsson,ANA,D,26,1997-04-29,Ljungby,,SWE,SWE,74,193,2015,ANA,1,27,27
593,Joel Eriksson Ek,MIN,C,26,1997-01-29,Karlstad,,SWE,SWE,75,207,2015,MIN,1,20,20
594,Denis Gurianov,DAL,R,26,1997-06-07,Togliatti,,RUS,RUS,75,205,2015,DAL,1,12,12
595,Jake DeBrusk,BOS,L,27,1996-10-17,Edmonton,AB,CAN,CAN,72,197,2015,BOS,1,14,14
596,Ivan Provorov,PHI,D,26,1997-01-13,Yaroslavl,,RUS,RUS,73,201,2015,PHI,1,7,7
597,Dennis Gilbert,COL,D,27,1996-10-30,Buffalo,NY,USA,USA,74,216,2015,CHI,3,30,91
598,Gabriel Carlsson,CBJ,D,26,1997-01-02,Orebro,,SWE,SWE,77,195,2015,CBJ,1,29,29
599,John Marino,PIT,D,26,1997-05-21,Brockton,MA,USA,USA,73,181,2015,EDM,6,3,154
600,Yakov Trenin,NSH,C,26,1997-01-13,Chelyabinsk,,RUS,RUS,74,201,2015,NSH,2,25,55
601,Austin Czarnik,NYI,C,31,1992-12-12,Detroit,MI,USA,USA,69,170,-,-,-,-,-
602,Anthony Cirelli,T.B,C,26,1997-07-15,Etobicoke,ON,CAN,CAN,72,189,2015,T.B,3,11,72
603,Tanner Kero,DAL,C,31,1992-07-24,Hancock,MI,USA,USA,72,185,-,-,-,-,-
604,Evan Rodrigues,PIT,C,30,1993-07-28,Toronto,ON,CAN,CAN,71,184,-,-,-,-,-
605,Artemi Panarin,NYR,L,32,1991-10-30,Korkino,,RUS,RUS,72,173,-,-,-,-,-
606,Dean Kukan,CBJ,D,30,1993-07-08,Volketswil,,CHE,CHE,74,190,-,-,-,-,-
607,Noel Acciari,FLA,C,32,1991-12-01,Johnston,RI,USA,USA,70,209,-,-,-,-,-
608,Derek Ryan,CGY,C,36,1986-12-29,Spokane,WA,USA,USA,70,185,-,-,-,-,-
609,Kevin Stenlund,CBJ,C,27,1996-09-20,Huddinge,,SWE,SWE,77,215,2015,CBJ,2,28,58
610,William Borgen,BUF,D,26,1996-12-19,Moorhead,MN,USA,USA,75,204,2015,BUF,4,1,92
611,Colton White,N.J,D,26,1997-05-03,London,ON,CAN,CAN,73,187,2015,N.J,4,6,97
612,Christian Wolanin,"L.A, OTT",D,28,1995-03-17,Quebec City,QC,CAN,CAN,74,190,2015,OTT,4,16,107
613,Alexandre Carrier,NSH,D,27,1996-10-08,Quebec City,QC,CAN,CAN,71,174,2015,NSH,4,24,115
614,Conor Garland,ARI,R,27,1996-03-11,Scituate,MA,USA,USA,70,165,2015,ARI,5,2,123
615,Dmytro Timashov,NYI,L,27,1996-10-01,Kirovograd,,UKR,UKR,70,192,2015,TOR,5,4,125
616,Niko Mikkola,STL,D,27,1996-04-27,Finland,,FIN,FIN,76,209,2015,STL,5,6,127
617,Kirill Kaprizov,MIN,L,26,1997-04-26,Novokuznetsk,,RUS,RUS,70,202,2015,MIN,5,14,135
618,Dominik Simon,CGY,C,29,1994-08-08,Prague,,CZE,CZE,71,190,2015,PIT,5,16,137
619,Christian Jaros,S.J,D,27,1996-04-02,Kosice,,SVK,SVK,75,222,2015,OTT,5,18,139
620,Rudolfs Balcers,S.J,L,26,1997-04-08,Latvia,,LVA,LVA,71,182,2015,S.J,5,21,142
621,Troy Terry,ANA,R,26,1997-09-10,Denver,CO,USA,USA,72,185,2015,ANA,5,27,148
622,Adam Gaudette,"CHI, VAN",C,27,1996-10-03,Braintree,MA,USA,USA,73,194,2015,VAN,5,28,149
623,Vladislav Gavrikov,CBJ,D,28,1995-11-21,Yaroslavl,,RUS,RUS,75,221,2015,CBJ,6,8,159
624,Cameron Hughes,BOS,C,27,1996-10-09,Edmonton,AB,CAN,CAN,72,183,2015,BOS,6,14,165
625,Mason Appleton,WPG,C,27,1996-01-15,Green Bay,WI,USA,USA,75,197,2015,WPG,6,17,168
626,Steven Lorentz,CAR,C,27,1996-04-13,Kitchener,ON,CAN,CAN,76,206,2015,CAR,7,5,186
627,Markus Nutivaara,FLA,D,29,1994-06-06,Oulu,,FIN,FIN,73,187,2015,CBJ,7,8,189
628,Matt Roy,L.A,D,28,1995-03-01,Detroit,MI,USA,USA,73,205,2015,L.A,7,13,194
629,Sami Niku,WPG,D,27,1996-10-10,Haapavesi,,FIN,FIN,73,176,2015,WPG,7,17,198
630,Kole Sherwood,CBJ,R,26,1997-01-22,Columbus,OH,USA,USA,73,212,-,-,-,-,-
631,Lane Pederson,ARI,C,26,1997-08-04,Saskatoon,SK,CAN,CAN,72,192,-,-,-,-,-
632,Jalen Chatfield,VAN,D,27,1996-05-15,Ypsilanti,MI,USA,USA,73,188,-,-,-,-,-
633,Mason Marchment,FLA,L,28,1995-06-18,Uxbridge,ON,CAN,,76,210,-,-,-,-,-
634,Adam Brooks,TOR,C,27,1996-05-06,Winnipeg,MB,CAN,CAN,72,179,2016,TOR,4,1,92
635,Philippe Myers,PHI,D,26,1997-01-25,Moncton,NB,CAN,CAN,78,219,-,-,-,-,-
636,Ryan Lomberg,FLA,L,29,1994-09-12,Richmond Hill,ON,CAN,CAN,69,187,-,-,-,-,-
637,Dan Renouf,COL,D,29,1994-06-01,Pickering,ON,CAN,CAN,73,198,-,-,-,-,-
638,Kevin Rooney,NYR,C,30,1993-05-21,Canton,MA,USA,USA,74,190,-,-,-,-,-
639,Brandon Tanev,PIT,L,31,1991-12-31,Toronto,ON,CAN,CAN,72,189,-,-,-,-,-
640,Matthew Tkachuk,CGY,L,26,1997-12-11,Scottsdale,AZ,USA,USA,74,201,2016,CGY,1,6,6
641,Joey Anderson,TOR,R,25,1998-06-19,Roseville,MN,USA,USA,72,207,2016,N.J,3,12,73
642,Luke Kunin,NSH,C,26,1997-12-04,Chesterfield,MO,USA,USA,72,197,2016,MIN,1,15,15
643,Auston Matthews,TOR,C,26,1997-09-17,San Ramon,CA,USA,USA,75,208,2016,TOR,1,1,1
644,Wade Allison,PHI,R,26,1997-10-14,Carman,MB,CAN,CAN,74,205,2016,PHI,2,22,52
645,Adam Fox,NYR,D,25,1998-02-17,Jericho,NY,USA,USA,71,182,2016,CGY,3,5,66
646,Ryan Lindgren,NYR,D,25,1998-02-11,Burnsville,MN,USA,USA,72,190,2016,BOS,2,19,49
647,Charlie McAvoy,BOS,D,25,1997-12-21,Long Beach,NY,USA,USA,73,209,2016,BOS,1,14,14
648,Julien Gauthier,NYR,R,26,1997-10-15,Pointe-aux-Trembles,QC,CAN,CAN,76,224,2016,CAR,1,21,21
649,Frederic Allard,NSH,D,25,1997-12-27,St. Sauveur,QC,CAN,CAN,73,179,2016,NSH,3,17,78
650,Libor Hajek,NYR,D,25,1998-02-04,Smrcek,,CZE,CZE,74,209,2016,T.B,2,7,37
651,Rasmus Asplund,BUF,C,26,1997-12-03,Filipstad,,SWE,SWE,71,185,2016,BUF,2,3,33
652,Carl Grundstrom,L.A,R,26,1997-12-01,Umea,,SWE,SWE,72,195,2016,TOR,2,27,57
653,Alex DeBrincat,CHI,L,25,1997-12-18,Farmington Hills,MI,USA,USA,68,178,2016,CHI,2,9,39
654,Patrik Laine,"CBJ, WPG","L, R",25,1998-04-19,Tampere,,FIN,FIN,77,205,2016,WPG,1,2,2
655,Clayton Keller,ARI,R,25,1998-07-29,Chesterfield,MO,USA,USA,70,178,2016,ARI,1,7,7
656,Jesse Puljujarvi,EDM,R,25,1998-05-07,Alvkarleby,,SWE,FIN,76,201,2016,EDM,1,4,4
657,Jakob Chychrun,ARI,D,25,1998-03-31,Boca Raton,FL,USA,USA,74,220,2016,ARI,1,16,16
658,Dillon Dube,CGY,C,25,1998-07-20,Golden,AB,CAN,CAN,71,185,2016,CGY,2,26,56
659,Kale Clague,L.A,D,25,1998-06-05,Regina,SK,CAN,CAN,72,190,2016,L.A,2,21,51
660,Sam Steel,ANA,C,25,1998-02-03,Ardrossan,AB,CAN,CAN,71,184,2016,ANA,1,30,30
661,Brett Howden,NYR,C,25,1998-03-29,Calgary,AB,CAN,CAN,74,203,2016,T.B,1,27,27
662,Olli Juolevi,VAN,D,25,1998-05-05,Helsinki,,FIN,FIN,74,182,2016,VAN,1,5,5
663,Kieffer Bellows,NYI,L,25,1998-06-10,Edina,MN,USA,USA,73,195,2016,NYI,1,19,19
664,Carsen Twarynski,PHI,L,26,1997-11-24,St. Albert,AB,CAN,CAN,74,198,2016,PHI,3,21,82
665,Tim Gettinger,NYR,L,25,1998-04-14,Cleveland,OH,USA,USA,78,222,2016,NYR,5,20,141
666,Trent Frederic,BOS,C,25,1998-02-11,St. Louis,MO,USA,USA,75,214,2016,BOS,1,29,29
667,Logan Brown,OTT,C,25,1998-03-05,Raleigh,NC,USA,USA,78,218,2016,OTT,1,11,11
668,William Lockwood,VAN,R,25,1998-06-20,Royal Oak,MI,USA,USA,71,172,2016,VAN,3,3,64
669,Max Jones,ANA,L,25,1998-02-17,Rochester,MI,USA,USA,75,216,2016,ANA,1,24,24
670,Andrew Peeke,CBJ,D,25,1998-03-17,Parkland,FL,USA,USA,75,210,2016,CBJ,2,4,34
671,Tyson Jost,COL,C,25,1998-03-14,St. Albert,AB,CAN,CAN,71,187,2016,COL,1,10,10
672,Dante Fabbro,NSH,D,25,1998-06-20,Coquitlam,BC,CAN,CAN,72,189,2016,NSH,1,17,17
673,Josh Mahura,ANA,D,25,1998-05-05,St. Albert,AB,CAN,CAN,72,185,2016,ANA,3,24,85
674,Victor Mete,"MTL, OTT",D,25,1998-06-07,Woodbridge,ON,CAN,CAN,69,187,2016,MTL,4,9,100
675,Logan Stanley,WPG,D,25,1998-05-26,Waterloo,ON,CAN,CAN,79,242,2016,WPG,1,18,18
676,Givani Smith,DET,R,25,1998-02-28,Thornhill,ON,CAN,CAN,74,214,2016,DET,2,16,46
677,Nick Caamano,DAL,R,25,1998-09-07,Hamilton,ON,CAN,CAN,75,205,2016,DAL,5,25,146
678,Connor Bunnaman,PHI,C,25,1998-04-16,Guelph,ON,CAN,CAN,73,207,2016,PHI,4,18,109
679,Jordan Kyrou,STL,C,25,1998-05-05,Toronto,ON,CAN,CAN,73,196,2016,STL,2,5,35
680,Keaton Middleton,COL,D,25,1998-02-10,Edmonton,AB,CAN,CAN,78,240,2016,TOR,4,10,101
681,Riley Stillman,"CHI, FLA",D,25,1998-03-09,Peterborough,ON,CAN,CAN,73,196,2016,FLA,4,23,114
682,Noah Gregor,S.J,C,25,1998-07-28,Beaumont,AB,CAN,CAN,72,190,2016,S.J,4,20,111
683,Dennis Cholowski,DET,D,25,1998-02-15,Langley,BC,CAN,CAN,74,210,2016,DET,1,20,20
684,Samuel Girard,COL,D,25,1998-05-12,Roberval,QC,CAN,CAN,70,170,2016,NSH,2,17,47
685,Pierre-Luc Dubois,"CBJ, WPG","C, L",25,1998-06-24,Ste-Agathe-Des-Monts,QC,CAN,CAN,76,214,2016,CBJ,1,3,3
686,Jake Bean,CAR,D,25,1998-06-09,Calgary,AB,CAN,CAN,73,196,2016,CAR,1,13,13
687,Jesper Bratt,N.J,L,25,1998-07-30,Stockholm,,SWE,SWE,70,175,2016,N.J,6,11,162
688,Mikhail Sergachev,T.B,D,25,1998-06-25,Nizhnekamsk,,RUS,RUS,73,217,2016,MTL,1,9,9
689,Vitaly Abramov,OTT,L,25,1998-05-08,Chelyabinsk,,RUS,RUS,69,180,2016,CBJ,3,4,65
690,Nathan Bastian,N.J,R,26,1997-12-06,Kitchener,ON,CAN,CAN,76,205,2016,N.J,2,11,41
691,Michael McLeod,N.J,C,25,1998-02-03,Mississauga,ON,CAN,CAN,74,190,2016,N.J,1,12,12
692,Brett Murray,BUF,L,25,1998-07-20,Bolton,ON,CAN,CAN,77,228,2016,BUF,4,8,99
693,Tage Thompson,BUF,R,26,1997-10-30,Phoenix,AZ,USA,USA,78,220,2016,STL,1,26,26
694,Filip Hronek,DET,D,26,1997-11-02,Hradec Králové,,CZE,CZE,72,190,2016,DET,2,23,53
695,Jacob MacDonald,COL,D,30,1993-02-26,Portland,OR,USA,,72,204,-,-,-,-,-
696,Troy Stecher,DET,D,29,1994-04-07,Richmond,BC,CAN,CAN,70,184,-,-,-,-,-
697,Nikita Zaitsev,OTT,D,32,1991-10-29,Moscow,,RUS,RUS,74,192,-,-,-,-,-
698,Tarmo Reunanen,NYR,D,25,1998-03-01,Aanekoski,,FIN,FIN,72,185,2016,NYR,4,7,98
699,Drake Caggiula,"ARI, BUF",C,29,1994-06-20,Pickering,ON,CAN,CAN,70,176,-,-,-,-,-
700,Patrick Russell,EDM,R,30,1993-01-04,Bickenrod,,DNK,DNK,73,203,-,-,-,-,-
701,Janne Kuokkanen,N.J,"C, L",25,1998-05-25,Oulunsalo,,FIN,FIN,73,193,2016,CAR,2,13,43
702,Rem Pitlick,NSH,C,26,1997-04-02,Ottawa,ON,CAN,CAN,71,186,2016,NSH,3,15,76
703,Garrett Pilon,WSH,C,25,1998-04-13,Kindersley,SK,CAN,CAN,72,191,2016,WSH,3,26,87
704,Lucas Carlsson,CHI,D,26,1997-07-05,Gävle,,SWE,SWE,72,189,2016,CHI,4,19,110
705,Ross Colton,T.B,C,27,1996-09-11,Robbinsville,NJ,USA,USA,72,194,2016,T.B,4,27,118
706,Brandon Hagel,CHI,L,25,1998-08-27,Saskatoon,SK,CAN,CAN,74,179,2016,BUF,6,8,159
707,Oskar Steen,BOS,C,25,1998-03-09,Karlstad,,SWE,SWE,70,193,2016,BOS,6,14,165
