Simulation,PlayerID,Player,Position,Team,Age,Games Played,Goals,Assists,Points,TOI
1,8482666,Scott Morrow,D,CAR,22,0,0,0,0,0.0
1,8479981,Jonah Gadjovich,L,FLA,26,0,0,0,0,0.0
1,8482153,Brendan Brisson,C,VGK,23,0,0,0,0,0.0
1,8479522,Hardy Haman Aktell,D,WSH,26,0,0,0,0,0.0
1,8481593,Jayden Struble,D,MTL,23,0,0,0,0,0.0
1,8481070,Hugh McGing,L,,26,0,0,0,0,0.0
1,8480844,Grigori Denisenko,L,VGK,24,0,0,0,0,0.0
1,8474062,Riley Nash,C,NYR,35,0,0,0,0,0.0
1,8479546,Oskar Steen,C,,26,0,0,0,0,0.0
1,8478011,Louie Belpedio,D,PHI,28,0,0,0,0,0.0
1,8474145,Robert Bortuzzo,D,UTA,35,0,0,0,0,0.0
1,8481806,Louis Crevier,D,CHI,23,0,0,0,0,0.0
1,8477473,Justin Bailey,R,SJS,29,0,0,0,0,0.0
1,8477467,Gustav Olofsson,D,SEA,30,0,0,0,0,0.0
1,8480075,Cameron Crotty,D,MIN,25,0,0,0,0,0.0
1,8483495,Simon Nemec,D,NJD,20,0,0,0,0,0.0
1,8481030,Jack St. Ivany,D,PIT,25,0,0,0,0,0.0
1,8476915,Jujhar Khaira,L,,30,0,0,0,0,0.0
1,8480267,Sammy Walker,C,MIN,25,0,0,0,0,0.0
1,8480274,Philip Kemp,D,EDM,25,3,0,0,0,0.0
1,8483407,Brandon Scanlin,D,NYR,25,0,0,0,0,0.0
1,8481679,Maxence Guenette,D,OTT,23,0,0,0,0,0.0
1,8482929,Emil Lilleberg,D,TBL,23,0,0,0,0,0.0
1,8483546,Marshall Rifai,D,TOR,26,5,0,0,0,0.0
1,8479944,Zach Aston-Reese,C,VGK,30,0,0,0,0,0.0
1,8479991,Jake Leschyshyn,C,NYR,25,0,0,0,0,0.0
1,8482659,Josh Doan,R,UTA,22,0,0,0,0,0.0
1,8482733,Logan Mailloux,D,MTL,31,0,0,0,0,0.0
1,8484326,Patrik Koch,D,UTA,28,0,0,0,0,0.0
1,8484321,Nikolas Matinpalo,D,OTT,26,0,0,0,0,0.0
1,8480874,Adam Ginning,D,PHI,24,0,0,0,0,0.0
1,8475278,Byron Froese,C,,33,0,0,0,0,0.0
1,8481812,Nikolai Knyzhov,D,,27,0,0,0,0,0.0
1,8478831,Kevin Stenlund,C,UTA,28,0,0,0,0,0.0
1,8475958,Michael Sgarbossa,C,WSH,32,0,0,0,0,0.0
1,8478051,Max Willman,C,NJD,29,0,0,0,0,0.0
1,8481206,John Ludvig,D,PIT,24,0,0,0,0,0.0
1,8478408,Travis Dermott,D,,28,0,0,0,0,0.0
1,8483398,Declan Carlile,D,TBL,31,0,0,0,0,0.0
1,8475235,Nicolas Deslauriers,L,PHI,33,0,0,0,0,0.0
1,8479367,William Lockwood,R,FLA,26,0,0,0,0,0.0
1,8476858,Phillip Di Giuseppe,L,VAN,31,0,0,0,0,0.0
1,8480306,Grant Hutton,D,NYI,29,0,0,0,0,0.0
1,8475755,Alexander Petrovic,D,DAL,32,0,0,0,0,0.0
1,8481077,John Leonard,L,,26,0,0,0,0,0.0
1,8481237,Kyle MacLean,C,NYI,25,0,0,0,0,0.0
1,8484304,Uvis Balinskis,D,FLA,28,0,0,0,0,0.0
1,8479547,Matthew Phillips,R,COL,26,0,0,0,0,0.0
1,8482126,Emil Andrae,D,PHI,31,0,0,0,0,0.0
1,8479421,Jacob Moverare,D,LAK,26,0,0,0,0,0.0
1,8482155,Alex Laferriere,R,LAK,23,0,0,0,0,0.0
1,8482197,Adam Raska,R,MIN,23,0,0,0,0,0.0
1,8480836,Jonathan Gruden,C,,24,0,0,0,0,0.0
1,8481043,Cole Koepke,L,BOS,26,0,0,0,0,0.0
1,8481655,Cole Schwindt,R,CGY,23,0,0,0,0,0.0
1,8475413,Justin Dowling,C,NJD,34,0,0,0,0,0.0
1,8481789,Tye Kartye,L,SEA,23,0,0,0,0,0.0
1,8481754,Nikita Nesterenko,C,ANA,23,0,0,0,0,0.0
1,8482762,Simon Edvinsson,D,DET,21,0,0,0,0,0.0
1,8481690,Tyler Angle,C,,24,0,0,0,0,0.0
1,8482172,Landon Slaggert,L,CHI,22,0,0,0,0,0.0
1,8477993,Justin Kirkland,C,CGY,28,0,0,0,0,0.0
1,8482177,Marat Khusnutdinov,C,MIN,22,0,0,0,0,0.0
1,8482162,Roby Jarventie,L,EDM,22,17,0,0,0,2.0
1,8484911,Collin Graf,R,SJS,22,0,0,0,0,0.0
1,8479362,Riley Tufte,L,BOS,26,0,0,0,0,0.0
1,8482102,Vasily Ponomarev,C,PIT,22,0,0,0,0,0.0
1,8475766,Austin Watson,L,,32,0,0,0,0,0.0
1,8481422,Jake Lucchini,C,NSH,29,0,0,0,0,0.0
1,8483597,Milos Kelemen,L,UTA,25,0,0,0,0,0.0
1,8481699,Aku Raty,R,UTA,23,0,0,0,0,0.0
1,8480851,Akil Thomas,C,LAK,24,0,0,0,0,0.0
1,8482460,Matt Rempe,C,NYR,22,0,0,0,0,0.0
1,8478854,Ryan Shea,D,PIT,27,0,0,0,0,0.0
1,8481016,Ruslan Iskhakov,C,,24,0,0,0,0,0.0
1,8482147,Jean-Luc Foudy,C,COL,22,0,0,0,0,0.0
1,8478881,Brett Seney,L,CHI,28,0,0,0,0,0.0
1,8478078,Rourke Chartier,C,,28,0,0,0,0,0.0
1,8484259,Ondrej Pavel,C,COL,31,0,0,0,0,0.0
1,8483471,Brad Lambert,C,WPG,31,0,0,0,0,0.0
1,8475780,Chris Wagner,R,COL,33,0,0,0,0,0.0
1,8479330,Brandon Gignac,C,MTL,27,0,0,0,0,0.0
1,8483401,Marc Johnstone,R,PIT,28,0,0,0,0,0.0
1,8484325,Waltteri Merela,C,TBL,26,0,0,0,0,0.0
1,8480776,Sheldon Rempal,R,,29,0,0,0,0,0.0
1,8480032,Shane Bowers,C,NJD,25,0,0,0,0,0.0
1,8482061,Brandon Biro,L,SEA,26,0,0,0,0,0.0
1,8478446,Glenn Gawdin,C,LAK,27,0,0,0,0,0.0
1,8478956,Samuel Laberge,L,NJD,27,0,0,0,0,0.0
1,8481726,Adam Edstrom,C,NYR,24,0,0,0,0,0.0
1,8482787,Nikita Chibrikov,R,WPG,31,0,0,0,0,0.0
1,8484255,Jason Polin,R,COL,25,0,0,0,0,0.0
1,8483609,Adam Klapka,R,CGY,24,0,0,0,0,0.0
1,8483432,Luca Del Bel Belluz,C,CBJ,31,0,0,0,0,0.0
1,8483045,Cameron Butler,R,CBJ,31,0,0,0,0,0.0
1,8483489,Fraser Minten,C,TOR,31,11,0,0,0,1.0
1,8483397,Marc McLaughlin,C,BOS,25,0,0,0,0,0.0
1,8481534,Raphael Lavoie,C,EDM,24,2,0,0,0,0.0
1,8481585,Egor Afanasyev,L,SJS,23,0,0,0,0,0.0
1,8482145,Mavrik Bourque,C,DAL,22,0,0,0,0,0.0
1,8483920,Pierrick Dube,R,WSH,23,0,0,0,0,0.0
1,8478147,Bokondji Imama,L,PIT,28,0,0,0,0,0.0
1,8482476,Emil Heineman,L,MTL,23,0,0,0,0,0.0
1,8483567,Georgii Merkulov,C,BOS,24,0,0,0,0,0.0
1,8483570,Ben Meyers,C,SEA,26,0,0,0,0,0.0
1,8481462,Mason Morelli,L,VGK,28,0,0,0,0,0.0
1,8483531,Brian Halonen,L,NJD,25,0,0,0,0,0.0
1,8482070,Mitchell Chaffee,R,TBL,26,0,0,0,0,0.0
1,8481024,Linus Karlsson,C,VAN,25,0,0,0,0,0.0
1,8481065,Angus Crookshank,L,OTT,25,0,0,0,0,0.0
1,8483012,Logan Morrison,C,SEA,22,0,0,0,0,0.0
1,8483395,Arshdeep Bains,L,VAN,23,0,0,0,0,0.0
1,8482118,Sam Colangelo,R,ANA,23,0,0,0,0,0.0
1,8482201,Gage Goncalves,C,TBL,23,0,0,0,0,0.0
1,8480870,Bo Groulx,C,NYR,24,0,0,0,0,0.0
1,8482713,Mackie Samoskevich,R,FLA,22,0,0,0,0,0.0
1,8481578,Graeme Clarke,R,MIN,23,0,0,0,0,0.0
1,8482088,Justin Sourdif,R,FLA,22,0,0,0,0,0.0
1,8479638,Justin Brazeau,R,BOS,26,0,0,0,0,0.0
1,8484314,Jiri Smejkal,L,,28,0,0,0,0,0.0
1,8481556,John Beecher,C,BOS,23,0,0,0,0,0.0
